id_unique,Start,End
33554,24jun2013 17:00:00,25jun2013 00:30:00
351336,24jun2013 17:00:00,24jun2013 22:30:00
414187,24jun2013 17:00:00,25jun2013 00:30:00
455530,24jun2013 17:00:00,25jun2013 01:00:00
735428,24jun2013 17:00:00,25jun2013 00:30:00
877773,24jun2013 17:00:00,25jun2013 01:00:00
899189,24jun2013 17:00:00,24jun2013 23:30:00
106879,24jun2013 17:30:00,25jun2013 03:30:00
343038,24jun2013 17:30:00,25jun2013 03:30:00
353379,24jun2013 17:30:00,25jun2013 03:30:00
364323,24jun2013 17:30:00,24jun2013 23:00:00
8041,24jun2013 18:00:00,24jun2013 23:00:00
399447,24jun2013 18:00:00,25jun2013 04:00:00
38791,24jun2013 20:00:00,25jun2013 03:30:00
731314,24jun2013 20:00:00,25jun2013 06:00:00
609904,24jun2013 21:00:00,25jun2013 00:00:00
690937,24jun2013 21:00:00,25jun2013 07:00:00
214894,24jun2013 22:30:00,25jun2013 06:30:00
447058,24jun2013 22:30:00,25jun2013 07:00:00
858604,24jun2013 22:30:00,25jun2013 05:00:00
571670,24jun2013 23:00:00,25jun2013 07:00:00
657288,24jun2013 23:00:00,25jun2013 07:00:00
887296,24jun2013 23:30:00,25jun2013 00:30:00
